City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
179,Ngaoundere,CM,2021-11-28 21:44:03,7.3167,13.5833,68.18,24,92,2.66
180,Avera,US,2021-11-28 21:44:03,33.194,-82.5271,58.87,39,89,8.05
181,Chokurdakh,RU,2021-11-28 21:44:03,70.6333,147.9167,-39.08,100,82,1.01
182,Brae,GB,2021-11-28 21:44:04,60.3964,-1.353,30.11,53,94,4.65
183,Samarai,PG,2021-11-28 21:45:04,-10.6167,150.6667,83.08,78,100,10.18
184,Sitka,US,2021-11-28 21:45:04,57.0531,-135.33,35.49,69,75,18.41
185,Sao Joao Da Barra,BR,2021-11-28 21:45:05,-21.6403,-41.0511,73.49,89,95,1.05
186,Kushiro,JP,2021-11-28 21:45:05,42.975,144.3747,36.09,73,22,5.01
187,Sidi Ali,DZ,2021-11-28 21:45:05,36.0998,0.4206,51.94,50,13,18.25
188,Marathon,US,2021-11-28 21:45:06,44.9,-89.7668,35.13,44,1,11.5
189,Baruun-Urt,MN,2021-11-28 21:45:06,46.6806,113.2792,8.37,97,86,5.32
190,Puerto Del Rosario,ES,2021-11-28 21:45:06,28.5004,-13.8627,65.95,63,20,23.02
191,Abha,SA,2021-11-28 21:45:06,18.2164,42.5053,57.02,41,0,0.0
192,Lazaro Cardenas,MX,2021-11-28 21:45:07,17.9583,-102.2,83.71,58,5,9.24
193,Blackwater,AU,2021-11-28 21:45:07,-23.5833,148.8833,78.08,72,93,13.04
194,Kruisfontein,ZA,2021-11-28 21:40:25,-34.0033,24.7314,62.69,78,3,16.75
195,Tezu,IN,2021-11-28 21:40:20,27.9167,96.1667,60.13,49,0,4.23
196,Sarkand,KZ,2021-11-28 21:45:08,45.41,79.9186,28.63,58,0,7.7
197,Garzon,CO,2021-11-28 21:45:08,2.1959,-75.6278,77.16,85,100,3.2
198,Ostrovnoy,RU,2021-11-28 21:45:08,68.0531,39.5131,14.95,84,100,8.81
199,Mount Gambier,AU,2021-11-28 21:45:08,-37.8333,140.7667,55.31,82,0,8.05
200,Alyangula,AU,2021-11-28 21:45:09,-13.8483,136.4192,73.27,94,49,4.61
201,Egvekinot,RU,2021-11-28 21:45:09,66.3167,-179.1667,-5.39,98,100,1.12
202,Gobabis,NA,2021-11-28 21:45:09,-22.45,18.9667,75.69,28,85,11.07
203,Onega,RU,2021-11-28 21:45:10,63.9061,38.1404,9.05,96,100,3.78
204,Havelock,US,2021-11-28 21:45:10,34.8791,-76.9013,60.78,44,97,5.75
205,Neuquen,AR,2021-11-28 21:41:10,-38.9516,-68.0591,84.09,20,0,8.05
206,Vila Velha,BR,2021-11-28 21:42:01,-20.3297,-40.2925,76.95,83,75,5.75
207,Nome,US,2021-11-28 21:45:10,64.5011,-165.4064,-20.13,69,1,3.44
208,Pangkalanbuun,ID,2021-11-28 21:45:11,-2.6833,111.6167,70.63,98,100,2.51
